"","x","route","location","url","avg_stars","route_type","rating","pitches","length","area_latitude","area_longitude","desc","protection","num_votes"
"45",50240,"Intimidation","The Central Wall > *Cathedral Ledge > New Hampshire","https://www.mountainproject.com/route/105946991/intimidation",3.4,"Trad","5.10b R",4,400,44.064,-71.1663,"This route is Killer!!! Intimidation is a full-length route up an intimidating wall and none of the pitches will let you down. This is one of the best multi-pitch 5.10s in NH.    The moderate climbing between the cruxes can be a bit run out~ and though the hard parts can be scary~ they are protected well enough (maybe PG13). The only real R rated climbing is the second pitch traverse and it goes at 5.8.    Pitch one: (5.10b) Start up the moderate ramp system heading toward the corner/crack. Sling two nuts together (I use #10 stoppers) and use them to reach a good high placement before making the moves in to the crack. Without this trick~ the pitch is R rated for sure.   Continue up the corner and gain a well deserved rest and a bolt. The crux in my opinion is making a move left after the bolt using crimps to make a big reach and throwing a heelhook up to mantel. From here~ climb moderately to the 2 bolt anchor.    Pitch 2: (5.8R) Climb up and clip a pin before making a hair-raising traverse left away from your gear. The climbing is slabby and gets harder as you move left until you get a thank god hold. You can then get a marginal placement to protect your second by climbing back above the traverse and placing a cam in a pocket...This gear is not great so don't bring a second that is not solid on 5.8 friction.    Pitch 3: (5.9+) Climb up above and to the right from the tree ledge gaining a thin crack with some tricky moves involving some face climbing. After you reach a good ledge~ continue up a corner to a kick ass right leaning crack that leads to a small stance where you can belay.    Pitch 4:(5.9+) Continue up the right-leaning crack (harder than it looks) and up over a steep section and on to easier climbing. Follow the path of least resistance up and left until you are on a slab with a couple of dikes in it. Some paths up this part are more well protected than others~ so choose wisely your route. Belay from the trees or step right and belay from a 2 bolt anchor.    Walk off to the right (north).","Standard Cathedral rack~ 2 nuts linked together will help protect the first pitch (a number #10 stopper works well for this).    The first and second pitches can be a little heady in parts.",44
"46",63137,"Bob Dylan","Near End of Sunshine Wall (aka Twin Cracks Area) > Sunshine Wall > Frenchman Coulee, AKA Vantage > Central Region > Washington","https://www.mountainproject.com/route/108096096/bob-dylan",2.6,"Trad","5.10b",1,60,47.02291,-119.97286,"Bob Dylan is one of two adjacent cracks on the far left of the Twin Cracks section of the Sunshine Wall.  The guidebook we have gives it a 5.10b rating but that seemed way generous...feels easier than Air Guitar.  Start in a thin hands crack (#.75-1 Camalots) and traverse slightly left near the top.  Gear anchor at the top.  Watch for slightly flakey rock at the top (helmet esp. for belayer).","Standard rack to 3"".  Lower part (bulk) of route will take #0.75 to #1 Camalots.",15
"47",115404,"Diamond Maker","Right Side Cliff > Yellow Bluff > Alabama","https://www.mountainproject.com/route/108787081/diamond-maker",2.8,"Sport","5.9",1,50,34.4353,-86.6746,"Easy face climbing on thin gear up to a bolt.  Clip it and pull through the left edge of a 2' roof.  Easy ground to anchors.","Thin gear~ 1 bolt. Anchors with rings.  Edit: now a fully bolted sport route. ",13
"48",77992,"4th Column Jam","Skinner Butte (aka The Columns) > Willamette Valley > Oregon","https://www.mountainproject.com/route/106653900/4th-column-jam",2.6,"Trad, TR","5.9-",1,40,44.05839,-123.09714,"5.8 climbing to the crux; a couple thin finger jams.","gear to #1 camalot or TR",11
"49",91408,"Pokerface","Mosquito Wall > Uinta Mountains > Utah","https://www.mountainproject.com/route/106886413/pokerface",2.2,"Sport","5.10a/b",1,60,40.75439,-110.87989,"Start on boulder on right side of big roof. Follow white camo bolt hangers out on face to your left. Save some energy for clipping the anchors.","7-8 bolts~anchors.",12
"50",51105,"Donkey Kong","Porcelain Wall > Natural Bridge and Falls > South Central Region > Montana","https://www.mountainproject.com/route/108117717/donkey-kong",2.4,"Sport","5.12a",1,70,45.54941,-110.2046,"This climb has a mellow start~ which progresses into a small juggy section~ and a slabby~ crimpy top section.  The line goes just left of a big~ obvious hueco-like pocket.","Bolts to chains.",17
"51",55287,"Hamster","Smee > Neverland > Exit 38: Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington","https://www.mountainproject.com/route/105854040/hamster",2.5,"Sport","5.9",1,50,47.43536,-121.63212,"This is easily the best of the 5.9s at Neverland.  A fun variety of moves including some finger jams~ stemming~ and juggy face climbing bring you to the anchor.","Bolts.",51
"52",63037,"The Javelin","Special Spot > Clem's Holler Area > Tumwater Canyon > Central-East Cascades, Wenatchee, & Leavenworth > Washington","https://www.mountainproject.com/route/105865869/the-javelin",3,"Sport","5.10-",1,70,47.58826,-120.69273,"The Javelin ascends an obvious and striking flake on the right side of the Special Spot.  Pleasant moves up the initiala face lead to steep~ extended laybacking and underclinging to the top of the flake.","Bolts.  You may want an optional 3"" piece~ or smaller gear down low.  However~ I found the bolting quite reasonable without any gear.    There is a bolted chain anchor on top.  The bolts are good~ but the chain is configured in a dangerous way.  It is backed up with slings.  Consider bringing some webbing to replace these slings as they age.",29
"53",37653,"Lars and Lars","Tyrolean Wall > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International","https://www.mountainproject.com/route/107326222/lars-and-lars",3.2,"Sport","5.11d",1,80,8.01585,98.83582,"This route starts on vertical terrain and heads straight up the orange and white wall as it steepens a bit.  A tricky crux up high makes this one a tough on sight for the grade.","SS and Ti Glue in bolts",13
"54",115125,"Fine Whine","Left Hand > First Buttress > Taylor Canyon > Gunnison > Colorado","https://www.mountainproject.com/route/106416658/fine-whine",3.1,"Sport","5.11-",1,135,38.72589,-106.77013,"Fine Whine is a fantastic route up an imposing line. The Gunnistoner old guard looked at that wall for years and day dreamed about a route up it. It took bolts and Robert's vision to complete. A little over half way up is a giant white crystal that plays an integral role in the ascent. A very cool route to be sure.","Five bolts and gear to a 2 bolt belay.   A standard rack would be appreciated to get to the start of the sportiness.",12
"55",79067,"Who Pooped the Playground","Recess Rock > Muir Valley > Red River Gorge > Kentucky","https://www.mountainproject.com/route/113514800/who-pooped-the-playground",1.9,"Sport, TR","5.5",1,25,37.7248,-83.62899,"More vertical climb that follows the arete.","3 bolts",14
"56",106816,"Born On The Fourth","The Prow > Lime Park (a.k.a. Lime Creek) > Eagle/Vail/Minturn/Red Cliff > Colorado","https://www.mountainproject.com/route/106817223/born-on-the-fourth",1.9,"Sport","5.10a",1,60,39.4073,-106.6562,"Start climbing on the east side of the buttress~ and after the second bolt~ go left and climb the south face. It has a lot of different types of climbing from thin face to fun~ steep~ jug hauling.","7 bolts and anchors.",55
"57",45114,"Soul to Bear","The Fringe > 01-Calico Basin > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/107612034/soul-to-bear",1.7,"Sport","5.9",2,170,36.16162,-115.43509,"Climb the left approach pitch (5.6) to a bowl with an anchor~ and then follow the first three bolts of Bear My Soul. From here~ break right into a left facing corner~ and follow the line up and around some rotten rock where the corner steepens (crux). Easy climbing to an anchor off right~ or link into Bear My Soul to finish.","Bolts to chains.",33
"58",38932,"Pulp Friction","Buzzard Rocks > Elizabeth Furnace > Shenandoah & NW VA Region > Virginia","https://www.mountainproject.com/route/106337862/pulp-friction",2.6,"Sport","5.9-",1,50,38.9422,-78.3017,"Great route to test out your friction climbing.  5.8 climbing though the first four bolts will bring you to the crux and the fifth bolt.  A few friction moves and you begin the runout to the finish.  Bring some gear if you're not comfortable after the last bolt.  It's around thirty feet to the top.","Four bolts and some pro.  Two bolt anchor and rings at the top.",67
"59",42329,"Blackened","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rock > Southern Nevada > Nevada","https://www.mountainproject.com/route/106625471/blackened",2.5,"Sport","5.12a",1,45,36.16986,-115.42321,"Another of the less popular~ more crimpy~ routes on the left side of the wall.      A reasonable start leads to a huge move to an even more huge hold.  Then you set up for a very difficult crux with another big move.       Rating is sort of a wild guess - I messed up the crux and never did really get it right:  so if you have done this before and have an opinion on the difficulty~ please toss it in here.","5 bolts to anchors",33
"60",88156,"Heinous Cling","(k) The Dihedrals > Smith Rock > Central Oregon > Oregon","https://www.mountainproject.com/route/105789081/heinous-cling",3.8,"Sport","5.12c",1,100,44.3665,-121.14564,"The best route of its grade at Smith.  With a dynamic crux coming near the top~ a climber needs to be careful to avoid getting pumped on the technical crimps and pockets below.  The route is perfect in pretty much every way.  The falls are clean and the climbing exciting~ and this route should be on every climber's tick-list.    Although the route extends to the top of the cliff~ the upper section is rarely done.  Both pitches together bump the grade to a very pumpy 5.12c with a couple of good runouts at the top.  Most ascents of this route stop at the anchors halfway up (5.12a).    It's located just to the right of Chain Reaction in the middle of the Dihedrals.","5 bolts with a 2 bolt anchor.  An additional 3 bolts protect the less-traveled top portion of the route.",93
"61",27897,"Erika on Toast","Breakfast Wall > Last Chance Canyon > New Mexico, other Southern Areas > New Mexico","https://www.mountainproject.com/route/106101138/erika-on-toast",3.1,"Sport","5.10a/b",1,45,32.2336,-104.7537,"The best 5.10 in the canyon!  Excellent movement with pair of cruxes once you start up the steep section.  A rest between them allows a good recovery.  The holds up top can get dusty as the climbing isn't as fluid as down low.","Bolts~ Chains",19
"62",74626,"8-Ball Corner Pocket","29th Street > Ogden > Wasatch Range > Utah","https://www.mountainproject.com/route/106725793/8-ball-corner-pocket",1.7,"Sport, TR","5.8",1,30,41.2102,-111.9294,"Easy start yields to a little more thought provoking climbing as you have to move around for better holds.  Good warm-up or 1st time lead climb - shares chains with Loose Shingles~ but you can skirt the small roof near the top.","3 bolts to chains - top rope access from the west side of the crag.",48
"63",43900,"War Clamor","Reservoir Ridge > Storm Mountain Picnic Area > Big Cottonwood Canyon > Wasatch Range > Utah","https://www.mountainproject.com/route/105741665/war-clamor",1.6,"Sport","5.5",1,60,40.62638,-111.74488,"Simple face climbing to the ridge.  This is the left-most climb~ ignoring the chains 15 feet off the ground.","2 bolts for anchors~ and I believe 6 draws for the climb.",138
"64",19538,"Slaughterfall","1.The Left Wall > The Waterfall > Oak Creek Canyon > Northern Arizona > Arizona","https://www.mountainproject.com/route/108080777/slaughterfall",3.7,"Trad","5.12",1,100,34.9318,-111.73386,"Slaughterfall climbs the blunt face and prow right of flash flood.  Start as Flash flood~ moving right after about 25 feet to clip the first of a few bolts.  Continue up the face onto a nice slab.  from the top of the slab~ gaze up at the improbable face above and summon your creativity~ balance~ and tenacity for the run to the chains.  Beautiful moves on immaculate stone with awesome new-school waterfall features.","This route shares a start with Flash flood~ so take the same gear as for the start of flash flood.  After that start~ the route is protected by a few bolts with great gear between.  Bring a single set from 000 to .75 camalot~ plus some nuts.  The section above the slab protects well with a small nut~ a red and a blue lowe ball.  Finish on a two-bolt anchor.",14
